far, high, below, narrow, enemy,,
Agent Skill,,,,,,
0,1,1,1,1,,
Blocks Feature Counts Over Time,,,,,,
6,16,33,31,37,50,0.12
2,2,8,7,10,12,0.166666667
12,22,46,50,48,70,0.171428571
5,4,20,23,17,26,0.192307692
3,4,7,6,7,11,0.272727273
3,8,14,17,17,24,0.125
1,3,5,6,6,8,0.125
5,7,10,7,12,17,0.294117647
5,9,13,16,13,26,0.192307692
1,1,4,4,4,5,0.2
9,14,33,35,29,48,0.1875
1,3,7,8,9,10,0.1
9,12,35,35,39,50,0.18
7,9,27,28,28,38,0.184210526
1,2,6,8,8,9,0.111111111
4,3,16,13,15,20,0.2
1,1,1,2,1,2,0.5
11,13,51,41,41,66,0.166666667
10,7,27,23,26,36,0.277777778
3,5,8,9,6,13,0.230769231
2,3,10,8,12,14,0.142857143
1,3,2,4,5,6,0.166666667
1,2,2,4,4,4,0.25
1,4,4,6,5,9,0.111111111
4,6,18,17,18,24,0.166666667
1,1,3,4,3,4,0.25
7,6,21,16,20,29,0.24137931
4,4,8,10,6,13,0.307692308
2,2,2,2,3,4,0.5
2,1,6,5,5,8,0.25
1,0,3,1,2,3,0.333333333
1,2,3,4,2,5,0.2
13,17,39,45,46,61,0.213114754
6,9,23,23,19,33,0.181818182
6,8,18,23,21,28,0.214285714
2,2,4,4,4,6,0.333333333
3,5,6,8,9,12,0.25
3,9,12,15,16,22,0.136363636
4,4,6,9,11,13,0.307692308
2,2,9,7,7,11,0.181818182
2,3,7,8,7,11,0.181818182
16,24,32,30,34,59,0.271186441
1,0,2,2,0,2,0.5
2,3,6,6,8,10,0.2
2,1,3,3,3,4,0.5
6,1,12,13,12,15,0.4
12,10,29,30,31,44,0.272727273
3,4,12,12,11,17,0.176470588
1,0,2,1,2,2,0.5
6,11,18,25,21,31,0.193548387
1,0,3,1,1,3,0.333333333
3,8,23,24,19,32,0.09375
1,1,2,1,2,3,0.333333333
5,12,31,25,30,45,0.111111111
2,1,5,5,5,7,0.285714286
4,8,8,14,11,18,0.222222222
5,9,24,23,27,35,0.142857143
5,9,17,18,18,27,0.185185185
7,10,22,25,23,33,0.212121212
1,1,2,3,3,4,0.25
4,18,31,34,39,49,0.081632653
3,2,2,3,3,7,0.428571429
1,1,2,2,2,3,0.333333333
3,6,9,11,9,15,0.2
1,1,1,2,1,2,0.5
3,5,6,9,6,13,0.230769231
4,4,19,18,19,24,0.166666667
2,6,5,10,8,12,0.166666667
8,5,27,21,22,34,0.235294118
4,9,9,14,13,21,0.19047619
1,1,0,0,2,2,0.5
19,22,66,63,66,91,0.208791209
1,0,3,1,2,3,0.333333333
5,10,17,16,20,30,0.166666667
1,1,2,2,2,3,0.333333333
1,2,3,3,4,5,0.2
5,4,11,9,11,16,0.3125
18,13,59,45,52,75,0.24
1,1,2,3,3,3,0.333333333
3,6,9,9,11,16,0.1875
9,5,20,25,20,30,0.3
1,1,2,2,4,4,0.25
3,2,8,9,8,11,0.272727273
3,4,8,9,5,12,0.25
1,0,4,4,1,4,0.25
1,4,7,8,7,11,0.090909091
2,2,2,5,4,5,0.4
11,20,44,37,41,67,0.164179104
2,1,6,6,7,8,0.25
1,1,1,2,2,2,0.5
8,4,17,13,18,22,0.363636364
2,4,4,8,5,10,0.2
3,2,7,5,8,10,0.3
5,5,18,21,16,26,0.192307692
8,24,39,40,53,64,0.125
1,4,8,11,7,12,0.083333333
1,0,1,1,1,2,0.5
3,9,12,14,14,22,0.136363636
2,1,7,6,5,8,0.25
5,3,10,9,11,15,0.333333333
1,8,10,14,15,19,0.052631579
4,3,5,6,5,9,0.444444444
1,0,2,1,1,2,0.5
2,2,6,4,5,9,0.222222222
8,12,27,35,30,43,0.186046512
2,3,15,13,11,18,0.111111111
8,10,26,33,22,38,0.210526316
1,2,4,4,5,6,0.166666667
3,1,7,8,5,9,0.333333333
2,1,11,6,6,12,0.166666667
3,5,7,8,9,14,0.214285714
6,8,30,30,28,40,0.15
7,25,38,45,44,66,0.106060606
3,9,13,14,16,22,0.136363636
2,1,7,4,6,8,0.25
8,8,17,21,18,26,0.307692308
8,13,26,27,28,42,0.19047619
5,6,10,15,10,18,0.277777778
1,0,2,1,0,2,0.5
4,3,10,11,11,16,0.25
4,6,18,18,13,26,0.153846154
1,0,1,2,1,2,0.5
1,1,8,8,8,9,0.111111111
2,2,8,8,8,11,0.181818182
7,5,15,16,13,21,0.333333333
4,5,15,13,11,21,0.19047619
4,4,18,21,16,23,0.173913043
2,0,5,4,5,6,0.333333333
20,18,76,63,66,100,0.2
5,11,9,11,9,23,0.217391304
5,2,14,9,13,17,0.294117647
3,12,17,15,18,29,0.103448276
10,17,34,38,32,54,0.185185185
1,1,3,2,2,4,0.25
2,3,4,5,6,8,0.25
1,2,4,5,5,7,0.142857143
4,4,8,6,12,14,0.285714286
1,1,0,2,2,2,0.5
5,6,14,14,13,22,0.227272727
5,4,12,13,12,17,0.294117647
1,0,2,1,0,2,0.5
5,3,9,8,9,13,0.384615385
3,6,18,17,17,24,0.125
2,0,8,6,5,9,0.222222222
1,5,0,2,3,6,0.166666667
11,14,33,30,36,51,0.215686275
4,8,9,14,16,20,0.2
2,1,4,2,3,6,0.333333333
3,9,22,25,22,34,0.088235294
2,3,8,7,11,13,0.153846154
4,4,3,5,8,9,0.444444444
2,6,27,19,24,34,0.058823529
1,1,4,4,2,5,0.2
1,1,0,1,1,2,0.5
13,11,34,30,33,46,0.282608696
2,2,5,4,6,7,0.285714286
7,6,10,11,14,19,0.368421053
1,0,3,1,3,3,0.333333333
3,3,5,7,9,11,0.272727273
10,5,21,18,22,32,0.3125
1,3,4,6,7,8,0.125
4,1,10,10,9,12,0.333333333
2,3,4,3,7,9,0.222222222
3,2,4,6,5,8,0.375
6,7,21,15,21,30,0.2
7,8,18,13,18,30,0.233333333
2,9,20,14,16,30,0.066666667
9,12,39,33,33,53,0.169811321
4,5,14,16,16,21,0.19047619
2,0,2,1,3,3,0.666666667
2,1,4,5,5,6,0.333333333
12,6,23,24,20,32,0.375
1,0,2,2,2,2,0.5
2,0,4,2,3,4,0.5
8,15,29,31,32,49,0.163265306
15,17,53,43,50,73,0.205479452
10,7,15,18,11,26,0.384615385
9,14,27,31,28,44,0.204545455
18,21,72,66,60,100,0.18
1,1,2,2,3,3,0.333333333
6,7,11,12,13,21,0.285714286
1,0,2,2,2,3,0.333333333
8,7,23,21,19,33,0.242424242
6,7,20,21,17,28,0.214285714
14,16,61,50,53,77,0.181818182
1,0,3,2,1,3,0.333333333
1,5,3,2,5,8,0.125
6,9,25,19,25,35,0.171428571
2,3,5,5,8,9,0.222222222
1,1,2,2,2,3,0.333333333
2,2,5,5,7,9,0.222222222
1,0,2,1,2,2,0.5
2,6,6,12,12,14,0.142857143
4,0,7,4,5,8,0.5
6,6,17,18,18,25,0.24
6,6,15,11,18,23,0.260869565
1,2,3,2,3,5,0.2
11,12,30,29,32,47,0.234042553
2,3,7,9,8,11,0.181818182
5,4,9,6,9,15,0.333333333
12,14,48,44,44,63,0.19047619
1,0,3,2,3,3,0.333333333
2,1,6,2,6,7,0.285714286
1,1,1,2,3,3,0.333333333
8,8,24,22,23,34,0.235294118
2,4,6,8,8,10,0.2
6,9,26,20,22,35,0.171428571
3,0,4,2,3,4,0.75
1,2,2,2,3,5,0.2
2,1,5,5,5,7,0.285714286
1,0,2,2,1,2,0.5
10,13,18,29,26,35,0.285714286
7,11,33,30,29,46,0.152173913
3,1,2,4,5,5,0.6
2,3,8,10,7,13,0.153846154
6,12,32,30,30,46,0.130434783
14,10,38,34,39,53,0.264150943
3,2,16,12,14,19,0.157894737
7,6,11,13,9,20,0.35
2,2,4,3,4,6,0.333333333
2,4,5,8,7,10,0.2
1,3,6,5,7,9,0.111111111
1,2,6,6,3,8,0.125
1,1,1,2,1,2,0.5
2,8,12,15,15,21,0.095238095
9,13,21,24,25,38,0.236842105
7,6,14,19,17,24,0.291666667
13,30,60,65,69,97,0.134020619
1,2,6,6,7,9,0.111111111
12,7,26,28,24,37,0.324324324
4,6,12,9,10,18,0.222222222
4,10,31,30,28,42,0.095238095
1,1,1,2,1,2,0.5
6,6,23,25,19,32,0.1875
11,12,34,33,35,52,0.211538462
1,2,1,3,3,4,0.25
3,3,6,4,5,10,0.3
2,6,7,10,11,14,0.142857143
3,3,8,5,8,11,0.272727273
6,17,23,29,26,44,0.136363636
16,29,61,60,60,95,0.168421053
14,24,54,58,61,85,0.164705882
1,0,2,2,0,2,0.5
1,2,8,8,7,11,0.090909091
3,4,11,11,12,15,0.2
5,5,8,14,14,17,0.294117647
1,2,3,3,2,5,0.2
3,3,17,13,14,21,0.142857143
7,11,38,32,37,52,0.134615385
1,1,8,4,8,9,0.111111111
3,4,9,8,4,14,0.214285714
7,8,16,17,18,27,0.259259259
1,0,4,2,3,5,0.2
1,3,3,5,3,6,0.166666667
1,3,3,6,3,7,0.142857143
1,2,6,6,6,8,0.125
2,3,3,5,5,7,0.285714286
2,3,13,12,12,17,0.117647059
1,0,2,2,2,2,0.5
2,4,22,19,19,26,0.076923077
3,4,12,11,9,16,0.1875
6,6,14,18,14,23,0.260869565
4,4,7,7,10,12,0.333333333
4,5,6,11,11,13,0.307692308
10,12,31,25,30,46,0.217391304
4,5,11,14,11,17,0.235294118
5,5,15,16,16,20,0.25
2,2,8,7,8,10,0.2
4,0,8,10,6,10,0.4
3,5,12,13,15,20,0.15
4,9,12,17,18,23,0.173913043
8,14,16,18,22,32,0.25
7,13,36,37,33,52,0.134615385
6,5,20,15,21,28,0.214285714
7,2,13,13,10,17,0.411764706
7,12,19,19,14,32,0.21875
19,15,57,59,55,78,0.243589744
3,8,8,12,13,17,0.176470588
3,5,5,10,6,11,0.272727273
10,8,20,23,22,32,0.3125
2,1,8,6,6,11,0.181818182
3,3,7,8,9,11,0.272727273
7,2,19,11,17,23,0.304347826
8,6,20,17,18,27,0.296296296
3,1,3,5,4,5,0.6
4,4,13,15,13,18,0.222222222
1,0,1,2,1,2,0.5
5,12,10,18,14,25,0.2
2,2,3,5,3,6,0.333333333
2,4,10,11,11,15,0.133333333
4,4,10,11,10,15,0.266666667
7,12,29,28,33,42,0.166666667
7,15,28,32,30,45,0.155555556
13,16,43,35,41,62,0.209677419
6,8,20,17,21,29,0.206896552
1,2,2,4,4,5,0.2
3,1,3,4,3,5,0.6
15,18,46,48,50,68,0.220588235
12,11,20,25,26,38,0.315789474
5,6,12,11,10,19,0.263157895
2,2,8,9,7,10,0.2
5,1,10,11,7,13,0.384615385
1,1,1,1,1,2,0.5
4,4,10,12,8,14,0.285714286
1,1,1,2,3,3,0.333333333
3,4,14,15,14,19,0.157894737
3,0,5,5,3,5,0.6
6,11,23,24,23,34,0.176470588
4,3,11,6,10,14,0.285714286
5,5,15,15,12,20,0.25
1,0,2,3,1,3,0.333333333
7,19,34,33,43,56,0.125
5,0,6,4,6,7,0.714285714
13,17,38,44,41,59,0.220338983
8,7,17,20,20,28,0.285714286
5,2,8,8,9,11,0.454545455
4,4,6,8,7,12,0.333333333
9,6,17,15,18,25,0.36
2,0,3,2,3,3,0.666666667
1,0,5,5,5,6,0.166666667
4,5,8,12,9,16,0.25
1,0,1,2,0,2,0.5
9,12,25,30,28,40,0.225
4,5,15,13,16,21,0.19047619
7,9,25,28,23,37,0.189189189
2,4,9,10,8,13,0.153846154
3,8,19,20,20,29,0.103448276
3,2,11,11,8,15,0.2
9,6,11,11,14,20,0.45
4,6,22,19,22,29,0.137931034
2,3,3,4,5,7,0.285714286
5,9,26,24,20,35,0.142857143
11,16,29,36,31,49,0.224489796
16,27,67,67,68,100,0.16
3,1,3,4,5,5,0.6
7,13,28,29,31,43,0.162790698
2,5,3,5,8,9,0.222222222
1,0,1,2,2,2,0.5
8,9,37,30,29,47,0.170212766
15,20,50,43,50,74,0.202702703
3,0,3,3,3,4,0.75
3,7,23,23,22,32,0.09375
9,21,31,32,33,53,0.169811321
3,5,9,10,9,16,0.1875
5,4,21,18,17,27,0.185185185
1,2,3,2,3,5,0.2
5,4,13,12,11,19,0.263157895
3,2,8,6,10,12,0.25
5,5,8,10,7,14,0.357142857
1,0,4,3,3,4,0.25
2,1,3,5,3,5,0.4
19,20,55,51,45,83,0.228915663
2,8,9,12,10,18,0.111111111
6,10,14,20,16,27,0.222222222
1,3,3,3,2,6,0.166666667
4,2,7,8,7,11,0.363636364
6,4,17,13,11,21,0.285714286
8,5,11,13,13,20,0.4
1,1,2,2,1,4,0.25
2,3,7,7,7,11,0.181818182
11,9,31,30,27,44,0.25
3,3,5,7,9,10,0.3
2,4,4,5,6,9,0.222222222
6,7,14,17,14,23,0.260869565
9,14,40,32,40,59,0.152542373
2,4,16,11,14,20,0.1
1,1,1,1,0,2,0.5
4,11,21,20,21,34,0.117647059
1,3,2,5,5,6,0.166666667
2,3,6,4,7,9,0.222222222
1,4,4,4,5,8,0.125
5,5,20,14,22,27,0.185185185
3,7,12,11,13,19,0.157894737
1,1,3,2,2,5,0.2
1,2,4,5,3,6,0.166666667
4,4,14,12,13,19,0.210526316
3,6,12,12,13,20,0.15
9,12,24,23,21,37,0.243243243
2,5,4,5,5,10,0.2
5,14,21,21,21,36,0.138888889
7,2,11,9,12,17,0.411764706
7,7,15,17,15,26,0.269230769
1,3,8,4,10,12,0.083333333
6,6,24,23,21,31,0.193548387
3,8,9,13,12,19,0.157894737
2,1,4,4,3,6,0.333333333
4,5,11,9,8,17,0.235294118
3,6,13,12,14,19,0.157894737
20,20,48,52,43,76,0.263157895
1,1,3,3,1,4,0.25
9,11,13,20,21,27,0.333333333
7,6,23,21,19,32,0.21875
2,3,13,12,11,17,0.117647059
15,12,25,27,27,43,0.348837209
8,12,14,17,22,30,0.266666667
5,2,6,4,6,10,0.5
3,4,5,6,6,11,0.272727273
4,4,11,11,11,16,0.25
3,4,7,9,12,14,0.214285714
3,2,13,8,7,15,0.2
2,6,3,8,6,11,0.181818182
3,2,10,7,7,12,0.25
19,22,71,59,70,100,0.19
4,11,22,21,19,34,0.117647059
2,1,5,3,4,7,0.285714286
3,8,14,14,10,22,0.136363636
4,5,11,11,12,17,0.235294118
8,5,30,19,21,37,0.216216216
4,6,13,11,14,20,0.2
3,2,5,7,4,10,0.3
5,5,19,17,13,25,0.2
1,2,3,4,1,5,0.2
8,6,15,20,17,25,0.32
1,1,2,1,2,3,0.333333333
9,9,25,22,22,35,0.257142857
1,1,2,1,1,3,0.333333333
8,9,20,18,22,32,0.25
6,4,8,9,11,16,0.375
7,3,52,36,38,56,0.125
5,11,19,16,17,31,0.161290323
2,0,3,2,1,4,0.5
1,2,0,2,1,3,0.333333333
3,2,5,5,3,8,0.375
1,0,2,2,1,2,0.5
4,3,20,15,16,24,0.166666667
3,8,10,12,12,19,0.157894737
2,1,3,2,1,4,0.5
4,4,7,9,9,14,0.285714286
4,1,9,7,7,13,0.307692308
3,0,3,1,3,4,0.75
4,7,14,14,14,22,0.181818182
7,5,20,18,14,25,0.28
1,1,3,3,2,4,0.25
1,1,1,3,1,3,0.333333333
3,0,11,10,8,12,0.25
5,3,10,10,7,14,0.357142857
4,6,21,15,20,27,0.148148148
2,3,2,3,2,6,0.333333333
1,3,3,6,3,7,0.142857143
4,2,5,4,4,8,0.5
4,1,13,15,12,16,0.25
2,5,5,5,4,10,0.2
3,3,5,8,6,9,0.333333333
6,4,13,12,11,20,0.3
8,5,23,24,21,31,0.258064516
1,1,0,2,0,2,0.5
5,9,23,23,21,33,0.151515152
12,6,29,30,25,41,0.292682927
5,5,13,14,15,20,0.25
1,0,2,2,1,3,0.333333333
1,0,5,1,4,5,0.2
5,3,15,12,12,19,0.263157895
3,6,18,16,15,25,0.12
5,5,17,17,11,23,0.217391304
7,10,12,16,16,24,0.291666667
19,24,52,56,50,85,0.223529412
1,0,7,5,1,7,0.142857143
11,11,40,37,35,56,0.196428571
2,2,4,7,5,7,0.285714286
3,3,9,8,9,14,0.214285714
1,0,4,2,1,4,0.25
9,16,29,30,30,48,0.1875
1,2,5,6,5,8,0.125
3,1,3,3,4,6,0.5
12,27,45,57,48,80,0.15
6,5,22,17,16,29,0.206896552
6,6,27,25,26,34,0.176470588
1,1,2,3,0,3,0.333333333
5,10,23,26,26,35,0.142857143
6,6,14,11,13,21,0.285714286
4,21,20,29,27,43,0.093023256
4,10,14,21,17,26,0.153846154
3,2,9,5,7,11,0.272727273
1,5,5,6,5,10,0.1
2,1,4,4,4,6,0.333333333
1,2,5,7,2,8,0.125
2,3,7,8,7,11,0.181818182
1,0,2,2,1,2,0.5
6,9,16,15,16,27,0.222222222
16,25,52,55,51,80,0.2
7,4,13,10,13,20,0.35
4,4,12,9,10,17,0.235294118
10,21,39,46,42,61,0.163934426
1,0,2,0,1,2,0.5
2,0,16,14,10,16,0.125
2,6,6,9,10,13,0.153846154
5,6,19,25,16,26,0.192307692
2,7,9,8,9,16,0.125
2,2,3,4,2,5,0.4
3,5,10,6,9,15,0.2
3,5,16,9,12,21,0.142857143
4,5,6,5,8,14,0.285714286
1,1,16,13,11,17,0.058823529
5,10,17,18,18,29,0.172413793
14,16,45,39,53,67,0.208955224
19,24,63,67,59,96,0.197916667
14,7,28,27,28,39,0.358974359
1,2,1,3,3,4,0.25
5,3,19,15,11,23,0.217391304
6,9,22,22,22,32,0.1875
6,10,20,21,23,31,0.193548387
2,5,12,12,8,17,0.117647059
3,6,14,10,13,21,0.142857143
21,25,50,50,59,80,0.2625
5,2,14,12,13,17,0.294117647
12,13,54,47,42,73,0.164383562
1,2,2,3,3,4,0.25
5,4,11,11,13,16,0.3125
4,7,17,21,16,26,0.153846154
3,1,5,3,1,6,0.5
8,9,23,23,27,35,0.228571429
3,4,20,13,18,24,0.125
2,4,1,4,3,7,0.285714286
3,2,18,13,15,21,0.142857143
1,1,6,5,6,7,0.142857143
1,0,2,1,2,2,0.5
9,9,27,29,20,37,0.243243243
2,3,8,9,6,11,0.181818182
4,5,10,13,15,17,0.235294118
4,8,18,19,16,27,0.148148148
3,7,10,14,9,18,0.166666667
1,1,3,4,3,5,0.2
10,18,56,45,45,77,0.12987013
3,2,8,5,4,10,0.3
1,1,7,4,5,8,0.125
11,10,30,24,32,44,0.25
3,2,13,12,7,15,0.2
1,0,5,3,4,5,0.2
2,2,1,3,1,4,0.5
11,12,37,39,38,53,0.20754717
6,4,25,21,16,31,0.193548387
7,9,20,22,19,29,0.24137931
4,6,17,19,18,26,0.153846154
2,5,9,7,7,14,0.142857143
7,10,13,15,16,23,0.304347826
5,11,18,21,19,29,0.172413793
6,4,16,15,16,22,0.272727273
8,6,20,19,19,28,0.285714286
14,10,38,36,37,52,0.269230769
5,5,14,14,16,19,0.263157895
2,1,4,3,3,6,0.333333333
2,4,8,12,9,14,0.142857143
4,2,17,13,18,19,0.210526316
1,1,3,3,0,4,0.25
5,7,5,8,10,17,0.294117647
14,15,43,42,44,69,0.202898551
4,6,13,11,13,21,0.19047619
5,3,10,14,9,17,0.294117647
4,11,31,29,28,43,0.093023256
4,4,9,10,8,14,0.285714286
3,2,3,5,4,7,0.428571429
7,9,30,28,28,42,0.166666667
4,3,7,8,8,11,0.363636364
5,5,8,11,12,15,0.333333333
5,3,8,8,3,12,0.416666667
7,9,26,24,30,37,0.189189189
4,5,13,11,14,18,0.222222222
4,2,10,8,11,14,0.285714286
5,9,15,17,17,25,0.2
8,7,27,20,24,36,0.222222222
11,16,39,44,46,62,0.177419355
3,2,9,10,11,13,0.230769231
1,1,2,2,1,3,0.333333333
5,2,13,14,13,18,0.277777778
3,4,12,13,10,16,0.1875
4,8,10,12,11,19,0.210526316
4,4,16,11,13,22,0.181818182
5,18,23,27,31,43,0.11627907
2,0,3,3,2,4,0.5
16,9,47,38,44,59,0.271186441
7,9,9,18,13,23,0.304347826
1,2,2,2,3,4,0.25
1,0,1,2,2,2,0.5
1,2,5,6,3,8,0.125
8,7,25,28,23,37,0.216216216
1,0,6,4,4,6,0.166666667
6,5,18,13,18,26,0.230769231
4,4,12,10,6,19,0.210526316
1,1,2,1,1,3,0.333333333
1,1,6,4,3,7,0.142857143
3,4,3,4,4,8,0.375
3,4,12,11,12,16,0.1875
4,3,8,9,7,12,0.333333333
14,25,47,50,56,79,0.17721519
2,5,11,12,11,16,0.125
2,2,8,6,7,10,0.2
10,6,19,21,20,31,0.322580645
1,2,3,2,2,5,0.2
1,0,1,1,0,2,0.5
2,4,8,8,9,12,0.166666667
2,3,5,5,4,9,0.222222222
2,1,9,8,7,11,0.181818182
3,4,6,9,5,11,0.272727273
5,5,19,17,21,26,0.192307692
2,4,7,7,7,11,0.181818182
8,13,37,40,38,54,0.148148148
7,11,19,20,21,31,0.225806452
3,4,6,7,9,11,0.272727273
1,3,2,2,4,5,0.2
1,0,4,1,2,4,0.25
4,6,16,15,12,23,0.173913043
3,5,6,8,7,12,0.25
2,2,6,4,6,9,0.222222222
2,3,6,9,7,10,0.2
1,1,0,1,2,2,0.5
3,10,25,23,23,37,0.081081081
3,1,7,6,6,8,0.375
2,5,8,9,9,13,0.153846154
14,11,46,37,45,60,0.233333333
1,0,5,3,4,5,0.2
4,4,10,7,7,14,0.285714286
7,2,28,17,22,32,0.21875
3,7,14,15,16,21,0.142857143
18,21,52,48,46,75,0.24
3,3,16,17,10,20,0.15
16,9,31,27,31,46,0.347826087
2,2,7,5,7,9,0.222222222
1,0,2,1,2,2,0.5
9,8,18,20,19,30,0.3
2,2,8,7,7,10,0.2
2,0,3,2,4,4,0.5
2,5,10,12,11,16,0.125
9,12,15,21,20,31,0.290322581
1,0,2,2,1,2,0.5
2,6,8,8,7,16,0.125
3,6,22,24,17,29,0.103448276
1,0,2,1,1,2,0.5
2,3,11,12,11,15,0.133333333
11,12,39,36,34,55,0.2
15,14,42,36,43,63,0.238095238
4,4,12,8,10,18,0.222222222
13,22,60,56,56,86,0.151162791
1,0,5,3,3,5,0.2
1,1,5,2,3,7,0.142857143
7,7,14,16,16,25,0.28
5,3,10,9,12,15,0.333333333
4,2,10,11,11,14,0.285714286
12,12,32,29,36,47,0.255319149
6,11,24,28,28,37,0.162162162
3,2,3,3,7,8,0.375
7,12,26,29,34,41,0.170731707
6,12,20,26,21,35,0.171428571
7,0,11,8,8,13,0.538461538
8,11,36,37,30,48,0.166666667
8,6,20,19,17,27,0.296296296
18,28,54,57,56,89,0.202247191
5,14,28,30,29,43,0.11627907
8,20,20,26,24,41,0.195121951
2,0,5,2,4,5,0.4
9,14,36,31,41,52,0.173076923
1,4,6,4,5,10,0.1
10,17,40,51,40,64,0.15625
1,0,5,3,4,6,0.166666667
21,23,66,64,60,94,0.223404255
3,4,10,13,10,15,0.2
7,10,20,22,22,33,0.212121212
6,9,14,14,15,24,0.25
1,0,3,3,3,4,0.25
4,7,14,16,14,22,0.181818182
17,26,48,52,60,82,0.207317073
16,17,40,40,41,64,0.25
1,0,2,0,2,2,0.5
2,4,4,6,5,8,0.25
6,11,21,23,23,33,0.181818182
4,1,8,7,6,10,0.4
11,16,29,37,36,50,0.22
6,8,28,26,23,37,0.162162162
4,5,15,13,17,21,0.19047619
5,6,16,18,16,25,0.2
4,2,8,9,11,12,0.333333333
1,1,3,1,5,5,0.2
5,4,10,11,10,15,0.333333333
9,10,21,26,22,35,0.257142857
1,0,3,2,3,3,0.333333333
4,9,12,16,17,22,0.181818182
4,2,5,6,3,8,0.5
10,5,22,18,19,28,0.357142857
1,1,1,2,1,2,0.5
4,4,11,12,9,16,0.25
9,13,20,21,22,36,0.25
1,1,0,2,1,2,0.5
13,3,35,25,28,41,0.317073171
11,12,49,48,40,65,0.169230769
2,3,6,5,8,10,0.2
7,15,52,47,49,69,0.101449275
3,0,7,5,6,8,0.375
2,7,12,13,14,20,0.1
4,2,4,6,7,7,0.571428571
1,2,2,4,3,4,0.25
3,3,6,7,5,9,0.333333333
4,4,17,14,16,21,0.19047619
3,0,7,7,7,8,0.375
4,17,22,21,31,39,0.102564103
3,3,8,9,8,12,0.25
3,5,14,10,12,19,0.157894737
3,6,5,10,11,12,0.25
3,1,7,6,6,9,0.333333333
3,1,2,5,3,5,0.6
5,2,6,7,7,10,0.5
2,0,2,3,2,3,0.666666667
1,2,10,9,7,12,0.083333333
5,10,10,7,9,21,0.238095238
2,3,9,7,9,13,0.153846154
1,1,2,1,3,3,0.333333333
8,14,26,29,30,43,0.186046512
10,10,25,23,26,37,0.27027027
7,14,41,39,42,58,0.120689655
5,0,10,10,12,13,0.384615385
4,3,13,12,9,16,0.25
11,9,26,27,24,39,0.282051282
1,2,7,7,9,9,0.111111111
4,8,6,10,11,16,0.25
7,7,21,17,20,30,0.233333333
17,19,33,37,42,60,0.283333333
3,3,5,4,7,8,0.375
3,1,6,8,7,9,0.333333333
7,18,32,37,38,53,0.132075472
4,2,12,13,9,15,0.266666667
1,0,2,1,2,2,0.5
5,3,14,13,12,18,0.277777778
2,5,13,12,13,19,0.105263158
9,6,17,20,22,28,0.321428571
19,27,67,64,55,100,0.19
1,1,2,1,1,3,0.333333333
1,0,6,4,4,6,0.166666667
4,0,3,3,3,5,0.8
14,9,37,38,33,50,0.28
5,6,19,20,18,25,0.2
18,18,34,36,40,56,0.321428571
8,5,17,20,14,25,0.32
11,21,34,43,43,59,0.186440678
5,2,8,7,8,10,0.5
9,15,35,34,37,52,0.173076923
21,24,62,59,65,97,0.216494845
15,25,41,52,43,71,0.211267606
6,8,24,21,24,34,0.176470588
5,7,13,11,13,22,0.227272727
1,2,5,7,6,8,0.125
9,19,35,32,37,54,0.166666667
6,13,37,34,35,51,0.117647059
2,5,6,10,9,13,0.153846154
3,3,12,12,10,16,0.1875
2,5,6,7,11,12,0.166666667
4,2,18,17,12,22,0.181818182
1,1,1,1,1,2,0.5
4,4,9,5,9,14,0.285714286
17,28,69,69,67,100,0.17
4,2,4,6,5,8,0.5
2,4,8,10,10,13,0.153846154
2,5,14,15,13,19,0.105263158
2,1,2,4,3,4,0.5
4,6,15,16,13,24,0.166666667
4,7,13,15,18,22,0.181818182
7,4,14,12,13,20,0.35
5,5,10,7,10,17,0.294117647
7,6,19,19,15,27,0.259259259
1,1,2,2,3,4,0.25
3,7,13,14,13,21,0.142857143
1,2,3,3,3,5,0.2
1,1,3,4,4,4,0.25
1,1,7,5,5,8,0.125
1,1,5,7,5,7,0.142857143
5,5,9,11,13,18,0.277777778
1,0,1,2,2,2,0.5
8,11,17,24,19,31,0.258064516
1,0,4,3,3,4,0.25
3,8,6,8,11,14,0.214285714
3,4,13,8,12,18,0.166666667
1,1,2,4,2,4,0.25
1,1,1,1,0,2,0.5
3,3,3,8,7,8,0.375
2,1,7,6,5,9,0.222222222
5,12,28,32,25,42,0.119047619
9,6,32,24,31,41,0.219512195
12,9,41,40,38,53,0.226415094
18,14,54,44,45,74,0.243243243
18,29,65,66,64,100,0.18
1,2,8,7,6,10,0.1
2,4,8,9,8,13,0.153846154
2,2,4,5,3,7,0.285714286
9,16,26,27,35,43,0.209302326
4,11,20,19,17,32,0.125
6,7,17,16,21,25,0.24
2,2,7,8,6,9,0.222222222
4,12,16,20,18,31,0.129032258
1,0,2,2,2,2,0.5
2,1,6,5,8,8,0.25
1,2,2,3,2,4,0.25
1,0,1,1,1,2,0.5
5,6,15,14,16,24,0.208333333
4,3,3,7,8,9,0.444444444
2,0,10,7,5,11,0.181818182
6,9,36,33,32,47,0.127659574
3,3,4,5,6,8,0.375
1,3,7,6,9,10,0.1
13,15,34,35,32,54,0.240740741
6,10,17,15,16,29,0.206896552
15,8,34,29,29,45,0.333333333
12,14,20,25,28,36,0.333333333
1,2,2,2,3,4,0.25
5,13,20,30,24,36,0.138888889
1,0,2,2,1,2,0.5
3,1,2,3,2,5,0.6
4,3,19,14,16,25,0.16
2,0,2,1,3,3,0.666666667
1,3,1,3,4,4,0.25
